"the_source_the_story_of_the_beats_and_the_beat_generation_1999","The best film you can find about the Beat Generation, period!","50","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","Enjoyable Beat documentary.","35","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","Watched it just once! Not bad at all, but not my favourite!","40","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","Not exactly inspired journalism, but an interesting overview of the 'beat generation' none the less.","30","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","ok story good acting","25","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","Did't see the hole thing. This documentary wasen't intressting for me","05","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","a very good documentary to these amazing writers.","40","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","I liked hearing all the beat poet's work. They really inspire one to do things they might not have thought of doing.","35","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","I can't be 'objetiva'.","50","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","if you love ginsberg, kerouac, or burroughs at all... you must see it! i saw this movie at a museum in the city, and it was great.","40","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","very interesting look into the beat generation...the best documentary i've seen on some of the most interesting men of american culture.","40","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","Starring who? Johnny Depp!","50","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","The best (and seemingly only coherent) documentary on the beat generation and their affect on the world and modern literature. All three actors deliver amazing performances during the readings (esp. Dennis Hopper as Burroughs.","50","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","captivating to watch talented actors reading some of the most inspirational pieces.","50","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","johnny is THE best actor!!!","50","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","ssuch a gooddy movie","50","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","It's strength lies in the great plundering of archive material that doesn't restrict itself to the usual photos and clips. Having actors doing dramatic readings from key texts (Dennis Hopper as Burroughs doing Naked Lunch for eg) doesn't always work. I also think it fails to fully support its thesis that the Beat Generation is the key source for post-50s youth movements. At the end of the day, though, it's probably the best film introduction to the Beats.","40","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","This is an amazing film if you want to learn about the Beat Generation I found it interesting and enjoyable to watch Not only did it have the real people talking it also had three great actors reading excerpts or whole pieces of writing from the great authors of the Beat Generation","50","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","great documentary on the beat genaration johnny plays Jack kerouac one of my fav authors","30","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"the_source_the_story_of_the_beats_and_the_beat_generation_1999","[size=2]I'm beginning the rather lengthy task of entering into the database every film I have seen, at least those I have a decent memory of. Some may have the briefest of reviews while many will just have a number. Those films that I consider personal favorites and/or those that have some historical signficance I will add later when I have time for more lengthy reviews.  [b]The Incredibly True Adventure of Two Girls In Love[/b], directed by Maria Maggenti, is a decent coming-of-age romance between two high school girls.  [b]The Source[/b], directed by Chuck Workman, is an interesting documentary cronicling the lives of William S. Burroughs, Allen Ginsberg and Jack Kerouac. Johnny Depp, Dennis Hopper and John Turturro contribute readings in the film. [/size]","35","Documentary, Musical & Performing Arts, Classics, Comedy, Special Interest","johnny depp|dennis hopper|john turturro|neal cassady|norman mailer"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","Burton + Depp + Carter = a masterpiece and a bloodcurdling story of love, regret, mystery and revenge. Really enjoyed! Be warned, this film is violently gruesome! Not for the squeamish.","50","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","I'm not really into musicals, but I actually enjoyed this one. A nice soundtrack, good performances, Gothic atmosphere, and the very gory third act make this a pretty enjoyable movie.","35","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","It's disgusting with all that 'GORY' blood everywhere when Johnny Depp was shaving people on their faces especially the men. :O","35","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","A kind of interesting type of musical. Some of the actors are also in the Harry Potter movies.","15","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","As Kim Newman said, this movie is a 'rich, demented experience'. A must watch for fans of musicals or just the theater in general. This gory mess is great, and if you hate gore, watch it anyway! Just be sure to look away when the barber shop opens its doors...","50","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","9.5 out of 10:Gory, suspenseful, great music, and spectacular performances, Sweeney Todd does justice to the broadway musical with Tim Burton's style.","45","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","The musical score to this is fantastic. Johnny Depp gives his usual fantastic performance. My only complaint is that the storyline is a little bloody, but that's true to the original musical.","45","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","Great but weird movie starring Johnny depp and the girl from fight club. I really didn't like the musical aspect of this movie but everything else is really creepy and for some odd reason I liked the creepiness. Johnny depp is fantastic in this movie, I think he was nominated for an Oscar but he lost.","40","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","Very well done. Through the eyes of an aspiring theater actress, and a huge fan of both Johnny Depp, and Tim Burton I have very high standards for this movie. It's a thrill to see the concept of a barber being perceived as such a gruesome vengeful man.","50","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","I was pretty entertained, but Burton's dark style began to feel forced instead of artfully done. Depp and the cast are great, while on contrast the musical aspect of the adaptation sounded robotic and boring.","35","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","The musical format suits Burton well, matching his stylistic strengths and papering over his weaknesses, and it's a lot of fun to boot.","30","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","Something very special happened today. I realized that in three days, I have seen for the first time two Movies that will stay in my All-time favorites. This week is probably the biggest week for movies of my life. Afeter Fear and Loating in Las Vegas, here Comes Sweeney Todd: The Demon Barber of Fleet Street. Both with Johnny Depp, both freaky movies. When I first eared of this movie, and saw the poster, I realized how good could ths be. All Dark and creepy, From Tim Burton, with Johnny Depp. My favorite Director with my favorite Actor in my favorite Style. I can almost tell that I knew from the beginning that I could place this film in 'my favorite movies', but it could be disapointing. Actually it wasn't. The Creepieness and the Dark estetic is present, and my favorite Duo is at it's best. This film was very Theatrical (of course), very emotional. I had quite a problem with Musicals before, I don't know, I just always tought there was nothing worst than starting to sing in the middle of a Drama scene or worst, in a moment of Glory of Joy. But with this film, it really didn't matter, I think if you're following the storry, and you're prepared, the songs just are a part of the Art.","40","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","Great movie for great actor ??","50","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","Only with such a dark subject matter such as some of what is in this movie would make me think Tim Burton should ever direct a musical. Based on the great Stephen Sondheim musical this one is not for the young children. If you enjoy good music and Gothic/macabre musicals featuring murder, wrongful imprisonment, abuse of power by a sadistic judge, and revenge taken to a terrifying extreme then you might have found the perfect match in this musical and film.","45","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","Dark, disgusting, and violent, Sweeney Todd is one of Tim Burton's greatest acheivments.","40","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","Unmemorable and adequate.","25","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","Tim Burton's dour visuals. Interesting characters. Wonderfully dark story. Excellent music.","45","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","I Think My Brother Jesse Has Seen This Movie.","30","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","weeney Todd: The Demon Barber of Fleet Street is one of Tim Burton's best work. With phenomenal music, writing, story, the film is an astounding work of art, but is let down by an ending that doesn't tie up some loose ends left hanging. Depp conveys the emotion in Barker's character so well, and while there is humor littered throughout the dialogue, the story itself is extremely tragic and drains you of your emotions when you see these characters' backstories and their hopes and dreams for the future. The bleak aesthetic only adds to the amount of depth created and it works so well.","45","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","I can't fault the acting and singing in this one and I don't mind a little of the macabre every now and then but the gore in this was just plain over-the-top. What did I expect, right? Ahh...sweet vengeance and its aftermath. No one is spared.","25","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","In his brief departure from movie remakes, Tim Burton brings an old Broadway musical to gloriously bloody life without sacrificing his campy charm. Johnny Depp and Helena Bonham Carter never fail to impress.","40","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","One of the main accusations about Tim Burton is that he has essentially made the same film for more than thirty years. Burton's status as a latter-day auteur, with a distinctive visual style and approach to storytelling, has frequently left him open to the criticism that he is repeating himself. 'Burtonian' may not be as widespread an adjective as Kubrickian, Lynchian or Hitchcockian, but it comes with both the same pressure to live up to early promise and the same pitfalls of focussing on style at the expense of substance - a peril I discussed at length in my review of Wild at Heart.It cannot be denied that Burton has had moments in his career where his heart just hasn't been in it - usually when he has wandered out of his Gothic comfort zone to make a quick buck, as was the case with Mars Attacks! and Planet of the Apes. But between the latter and the calamity that was Alice in Wonderland, Burton hit a purple patch with three films which reiterated just what a creative genius he can be at his best. Having set the bar high with Big Fish and followed it up splendidly with Charlie and the Chocolate Factory, he then delivered this film, which sits comfortably alongside Ed Wood as the crowning glory of his career.If nothing else is true about Sweeney Todd: The Demon Barber of Fleet Street (Sweeney Todd hereafter), it is a fantastic riposte to the notion that Burton had somehow grown soft and sentimental in his middle age. This was always a rather rich comment, given that some of his earlier work, like Batman Returns, had been (unfairly) criticised for being too dark and cold. But for those who found Big Fish too cheerful, this is the perfect antidote, returning us to the grim, dark world, at once oppressive and fantastic, that Burton has made his own.When Mark Kermode reviewed the film on BBC Radio 5 Live, he described it as 'the flipside of Edward Scissorhands', talking about how the look and manner of Johnny Depp's performance was a twisted inversion of that film's protagonist, turning Edward's innocent harming of those he loved into a conscious murderous crusade. There are also huge similarities in approach to Sleepy Hollow, not only with the 18-certificate violence but the emphasis on period detail and a community feeding on itself (quite literally, of course).The story of Sweeney Todd is one of the hardiest in English literature, with its origins stretching back to the penny dreadfuls of Charles Dickens' day and the early fallout of the Industrial Revolution. As British cities rapidly expanded as people flocked from the countryside, public fears abounded about rising crime and unscrupulous business practices - including the means by which food was now being manufactured. The first appearance of Benjamin Barker, in 1846's The String of Pearls, married the fear of cannibalism to barbers of the day serving as surgeons - the red and white poles outside barbers' shops symbolised the blood and bandages of their secondary trade.Burton sets out his intentions for Sweeney Todd in the elaborate opening credits, demonstrating both his fidelity to Stephen Sondheim's musical and his intrinsic understanding of its themes and tone. The mixing of blood and water, first in the clouds and finally in the sewers, is a brilliant visual metaphor for the way in which violence and vengeance contaminate everything they touch. Sondheim's overture, at once brooding and hysterical, puts us right in the edgy mood required for the plot to have impact, so that the second that Depp appears on screen, we feel intimidated.Perhaps no film since Get Carter (or possibly The Last House on the Left) has so perfectly captured the self-destructive nature of revenge - how those bent on vengeance end up becoming consumed by their own misguided obsession. The initial telling of Lucy's apparent demise leads us to sympathise (at least somewhat) with Sweeney's plight, but by the time he has killed for the first time he has already crossed over into darkness. Eventually he becomes so fixated on killing Judge Turpin that he doesn't even recognise the woman he loved, slitting her throat without saying a word to her. Burton's rendering of both her death and Sweeney's are both graphic and beautiful, using their blood in a manner that would make Dario Argento proud.The film is also interested in the complicity of all society in Sweeney's schemes, either by their direct involvement (Mrs Lovett and Toby) or their failure to intervene and stop him. One of the central lines comes outside the Old Bailey, when Judge Turpin asks Beadle Bamford whether the boy he just sentenced to death was guilty. Bamford mutters, 'Well if he didn't do it, he had surely done something to warrant the hanging', to which Turpin replies, 'What man has not?'. What sounds like a platitude out of context is actually a telling remark on how society feeds on itself with no real regard for right and wrong - a theme later reflected in the song 'A Little Priest'.This brings us on to the singing, one of the main bones of contention among fans of the original musical. If you are expecting the actors to sing with the rounded, showy polish exhibited on Broadway or the West End (the kind of performance that always looks rubbish on film), then you will be disappointed. But while the tone of the piece is decidedly operatic - all big emotions and hearts worn on sleeves - the subject matter lends itself to a rougher, more angular style of delivery. Depp and Helena Bonham Carter sing very well, and the fact that they don't sound like naturally rounded singers works entirely to their benefit.The supporting cast beyond Depp and Carter is also really strong. The late Alan Rickman is perfectly cast as Judge Turpin, a part which, like Hans Gruber in Die Hard, is at turns darkly funny and deeply threatening. He sings like a deep bassoon and relishes being lecherous without ever over-playing it. Timothy Spall, who previously proved his singing credentials in Topsy-Turvy, struts through his part like a proud toad, again striking a balance between comedy and intimidation. And Sacha Baron Cohen, fresh off the back of Borat, gives one of his finest performances as Adolfo Pirelli; he's so charmingly ridiculous that he almost steals the show.Sweeney Todd also succeeds in marrying Sondheim's darkly comic lyrics to Burton's distinctive visual imagery. The cramped and dank streets of London are like the corrupted, industrialised descendants of Sleepy Hollow, and Dariusz Wolski (who shot Dark City) brings out the deep reds and sharp silvers to create a world which is both gruesome and painstakingly beautiful. The city seems to stretch forever, like a nightmarish labyrinth with Sweeney and Mrs Lovett as its Minotaurs, while the seaside scene hilariously juxtaposes Burton's designs with a sugary setting. Best of all is the closing scene, which borrows from The Third Man and the 'Acid Queen' sequence in Ken Russell's Tommy to conjure up a truly masterful climax.Sweeney Todd: The Demon Barber of Fleet Street is a stupendous triumph of a film, which both honours its source material and brings a unique approach to a well-worn story. Burton's storytelling and direction are absolutely superb, bringing out the rich, murky substance of the story while never neglecting its dark sense of humour. The visuals are stunning and the gore is wonderfully executed (ha ha), but we also care deeply about the characters. It is easily Burton's best film since Ed Wood, and ten years on it remains essential viewing.","50","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","Sweeney Todd: The Demon Barber of Fleet Street is directed by Tim Burton, and it stars Johnny Depp, Helena Bonham Carter, and Alan Rickman in a musical horror about an English barber that's looking for his wife after being rescued, and when he realized about what happened to her, he wants to get vengeance on a judge who Benjamin Barker (Johnny Depp) away while Judge Turpin (Alan Rickman) took Benjamin's wife and daughter. When I first watched it, I loved it and pretty much gave it a five-star rating in this without giving any explanation why. So when I finished whatever I watched on Netflix, I couldn't think of another film to watch, despite my list being big. So I decided to rewatch this just so I can take it off my list, and I still enjoyed it very much. Johnny Depp is terrific in this for his devious manner wise, and while his singing voice is not the best compared to other actors that have experience with singing, knowing that he's been training for this role and giving what he has given with this, it's a really good voice that fits the character. The other actors are great too from Helena Bonham Carter, Alan Rickman, or even a supporting cameo from Sachs Baron Cohen. When it comes down to songs, it really does come down to my personal taste as there can be some songs in musical movie adaptations that I'm not a fan of, but people like those songs, but for me in this, almost all, or everyone, of them are enjoyable and catchy to listen to by Stephen Sondheim. The characters are memorable to watch, and the writing by John Logan is very tight that it didn't felt like there were some shortcomings that were long in the musical, but not so much in the film. The story is really interesting to watch, and how the character changes himself makes you understand why he's going through a transition, and you just felt sorry for him. It's a lot of fun to watch, and it just seem to be my type of film to keep rewatching for a while. Sweeney Todd: The Demon Barber of Fleet Street is a fantastically adapted musical that this is one of the best musicals that I've seen.","50","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","Johnny Depp + Helena Bonham Carter + death + London + singing = Perfection. Add the bonus of good 'ol Snape singing for just the right mix.","50","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","Solid acting, memorable songs, and a thrilling narrative make up for the perplexing storyline","35","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
"sweeney_todd_the_demon_barber_of_fleet_street_2007","Actually not a bad movie.","40","Drama, Musical & Performing Arts, Mystery & Suspense","johnny depp|helena bonham carter|alan rickman|timothy spall|sacha baron cohen|jamie campbell bower"
